"host","documentTtl","nextUpdate","queueUrl","refreshIntervalSeconds","seeds"
"coastbackcountry.com","7776000","1724557240924","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastbackcountry-com","864000","[""https://coastbackcountry.com/scrambling-in-southwest-british-columbia-2/trip-reports/"",""https://coastbackcountry.com/south-coast-backcountry-touring/backcountry-skiing-argentina-and-chile/"",""https://coastbackcountry.com/south-coast-backcountry-touring/hokkaido-ski-touring/"",""https://coastbackcountry.com/south-coast-backcountry-touring/kootenay-skiing/"",""https://coastbackcountry.com/south-coast-backcountry-touring/trip-reports/""]"
"goacrophile.blogspot.com","7776000","1731466660918","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-goacrophile-blogspot-com","8640000","[""http://goacrophile.blogspot.com""]"
"www.pataclimb.com","7776000","1731466660943","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-pataclimb-com","8640000","[""https://www.pataclimb.com""]"
"accvi.ca","7776000","1731871420909","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-accvi-ca","8640000","[""https://accvi.ca/programs/island-bushwhacker-archives/""]"
"theoutsideout.blogspot.com","10000000","1731466660971","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-theoutsideout-blogspot-com","8640000","[""http://theoutsideout.blogspot.com""]"
"gethighonaltitude.com","7776000","1724557240951","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-gethighonaltitude-com","864000","[""https://gethighonaltitude.com""]"
"alpinedave.com","77760000","1731466661000","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinedave-com","8640000","[""http://alpinedave.com/time_index.htm""]"
"www.lemkeclimbs.com","7776000","1724557240976","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-lemkeclimbs-com","864000","[""https://www.lemkeclimbs.com/2022-trip-reports.html"",""https://www.lemkeclimbs.com/2023-trip-reports.html"",""https://www.lemkeclimbs.com/2024-trip-reports.html"",""https://www.lemkeclimbs.com/whats-new.html""]"
"mountainmischief.blogspot.com","7776000","1724023240901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mountainmischief-blogspot-com","864000","[""https://mountainmischief.blogspot.com""]"
"www.mef.org.uk","7776000","1724440120906","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-mef-org-uk","864000","[""https://www.mef.org.uk/expeditions""]"
"www.lostfilipina.com","77760000","1724197000911","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-lostfilipina-com","864000","[""https://www.lostfilipina.com""]"
"daring8000dreams.wordpress.com","7776000","1731466661027","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-daring8000dreams-wordpress-com","8640000","[""https://daring8000dreams.wordpress.com""]"
"archive.kootenaymountaineeringclub.ca","7776000","1727751220900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-archive-kootenaymountaineeringclub-ca","8640000","[""https://archive.kootenaymountaineeringclub.ca/mountain-info/guide-books/COAST.pdf""]"
"kobus.ca","0","1732216120934","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-kobus-ca","8640000","[""http://kobus.ca/adventures/index.html""]"
"www.alpinewanderlust.com","0","1724026480903","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-alpinewanderlust-com","864000","[""https://www.alpinewanderlust.com/blog""]"
"www.100peaks.com","7776000","1724557241004","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-100peaks-com","864000","[""https://www.100peaks.com""]"
"www.idahoaclimbingguide.com","10000000","1724557241035","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-idahoaclimbingguide-com","864000","[""https://www.idahoaclimbingguide.com""]"
"www.gunungbagging.com","0","1724126140899","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-gunungbagging-com","864000","[""https://www.gunungbagging.com/""]"
"itookthepathlesstraveledby.blogspot.com","10000000","1731466661054","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-itookthepathlesstraveledby-blogspot-com","8640000","[""http://itookthepathlesstraveledby.blogspot.com""]"
"ericsbasecamp.net","7776000","1731466661081","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-ericsbasecamp-net","8640000","[""http://ericsbasecamp.net""]"
"alpinesoft.blogspot.com","77760000","1731466661109","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinesoft-blogspot-com","8640000","[""http://alpinesoft.blogspot.com""]"
"www.drdirtbag.com","7776000","1723893340907","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-drdirtbag-com","86400","[""http://www.drdirtbag.com""]"
"havetent.com","7776000","1724557241061","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-havetent-com","864000","[""https://havetent.com""]"
"bcmc.ca","0","1723940740902","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-bcmc-ca","86400","[""https://bcmc.ca/m/docs/categories/The+B.C.+Mountaineer""]"
"chossboys.weebly.com","77760000","1724263240930","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-chossboys-weebly-com","864000","[""http://chossboys.weebly.com""]"
"alpinejournals.com","7776000","1724557241087","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinejournals-com","864000","[""https://alpinejournals.com""]"
"antrizhu.wordpress.com","864000","1681958133867","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-antrizhu-wordpress-com","0","[""https://antrizhu.wordpress.com""]"
"www.francisbaileyh.com","7890000","1723886920901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-francisbaileyh-com","86400","[""https://www.francisbaileyh.com/trip-reports-chronological/""]"
"perpetualski.ca","8640000","1731530560903","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-perpetualski-ca","8640000","[""https://perpetualski.ca""]"
"hiking.andrewleader.net","7776000","1724621140905","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-hiking-andrewleader-net","864000","[""http://hiking.andrewleader.net/reports""]"
"ajtrekker08.blogspot.com","8640000","1732070320936","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-ajtrekker08-blogspot-com","8640000","[""http://ajtrekker08.blogspot.com""]"
"stevensong.com","0","1723885720896","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-stevensong-com","86400","[""https://stevensong.com/chronological-list/""]"
"sites.google.com","0","1724032120899","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-sites-google-com","864000","[""https://sites.google.com/stephabegg.com/chronology/tripreports/chronology/""]"
"www.brianinthewild.com","8640000","1731530740900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-brianinthewild-com","8640000","[""http://www.brianinthewild.com/trip-reports.html""]"
"toddkilcup.blogspot.com","8640000","1732070380906","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-toddkilcup-blogspot-com","8640000","[""http://toddkilcup.blogspot.com""]"
"open.library.ubc.ca","7776000","1680230098089","","0","[""https://open.library.ubc.ca""]"
"beyondtheranges.wordpress.com","8640000","1732070320964","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-beyondtheranges-wordpress-com","8640000","[""https://beyondtheranges.wordpress.com""]"
"alpinistandrew.blogspot.com","8640000","1732070320992","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinistandrew-blogspot-com","8640000","[""http://alpinistandrew.blogspot.com""]"
"explorington.com","8640000","1731530920901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-explorington-com","8640000","[""http://explorington.com""]"
"wildisle.ca","0","1724295040911","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-wildisle-ca","864000","[""https://wildisle.ca/blog/?page_id=53""]"
"thesimplejoyofmoving.wordpress.com","8640000","1724296780963","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-thesimplejoyofmoving-wordpress-com","864000","[""https://thesimplejoyofmoving.wordpress.com""]"
"charlienuttelman.blogspot.com","8640000","1732070321021","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-charlienuttelman-blogspot-com","8640000","[""http://charlienuttelman.blogspot.com""]"
"explor8ion.com","0","1724457100917","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-explor8ion-com","864000","[""https://explor8ion.com""]"
"www.willhiteweb.com","7776000","1724296840900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-willhiteweb-com","864000","[""http://www.willhiteweb.com""]"
"blakeclimbs.blogspot.com","8640000","1732070321050","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-blakeclimbs-blogspot-com","8640000","[""http://blakeclimbs.blogspot.com""]"
"anugara.net","8640000","1724621980914","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-anugara-net","864000","[""https://anugara.net/log.html"",""https://anugara.net/log2.html""]"
"www.alpinejournal.org.uk","86400000","1731349900899","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-alpinejournal-org-uk","8640000","[""http://www.alpinejournal.org.uk/Contents_All_Years.html""]"
"backpacksandbikeracks.com","8640000","1732070321078","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-backpacksandbikeracks-com","8640000","[""https://backpacksandbikeracks.com""]"
"100countryhighpoints.com","8640000","1732070321105","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-100countryhighpoints-com","8640000","[""http://100countryhighpoints.com/tours""]"
"wildairphoto.com","7776000","1724718460896","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-wildairphoto-com","864000","[""https://wildairphoto.com/stories/f/2022-monashee-ski-traverse"",""https://wildairphoto.com/stories/f/purcell-ski-traverse-2019"",""https://wildairphoto.com/stories/f/trikootenay-traverse-2020"",""https://wildairphoto.com/stories/f/waddington-divide-ski-traverse-2017""]"
"wadd2016.blogspot.com","8640000","1723876300900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-wadd2016-blogspot-com","86400","[""http://wadd2016.blogspot.com""]"
"billygoathiker.com","8640000","1732070321134","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-billygoathiker-com","8640000","[""https://billygoathiker.com""]"
"mikeclimbsrocks.blogspot.com","8640000","1732070321163","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mikeclimbsrocks-blogspot-com","8640000","[""https://mikeclimbsrocks.blogspot.com""]"
"notidealbutfine.wordpress.com","0","1724437180920","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-notidealbutfine-wordpress-com","864000","[""https://notidealbutfine.wordpress.com""]"
"www.mountaineers.org","8640000","1723877140893","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-mountaineers-org","86400","[""https://www.mountaineers.org/about/history/the-mountaineer-annuals"",""https://www.mountaineers.org/activities/trip-reports/@@faceted_query?b_start:int=0""]"
"10peaksbeforelunch.com","7776000","1724296780991","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-10peaksbeforelunch-com","864000","[""https://10peaksbeforelunch.com""]"
"thewrongglacierandakiloofcheese.wordpress.com","7776000","1724296781017","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-thewrongglacierandakiloofcheese-wordpress-com","864000","[""https://thewrongglacierandakiloofcheese.wordpress.com"",""https://thewrongglacierandakiloofcheese.wordpress.com/latest-trips""]"
"kickturner.blogspot.com","8640000","1732070321191","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-kickturner-blogspot-com","8640000","[""http://kickturner.blogspot.com""]"
"giantsgate.com","8640000","1724296781043","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-giantsgate-com","864000","[""https://giantsgate.com"",""https://giantsgate.com/destinations""]"
"coastalmountaineering.ca","7776000","1724622880900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastalmountaineering-ca","864000","[""https://coastalmountaineering.ca/recent/""]"
"pbase.com","0","1723942540894","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-pbase-com","864000","[""https://pbase.com/nolock""]"
"alpinisteaufeminin.com","8640000","1724623000894","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinisteaufeminin-com","864000","[""https://alpinisteaufeminin.com""]"
"cascadeclassics.org","8640000","1732070321221","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-cascadeclassics-org","8640000","[""https://cascadeclassics.org""]"
"altusmountainguides.com","7776000","1680230077089","","0","[""https://altusmountainguides.com""]"
"climberkyle.com","7776000","1723874620901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-climberkyle-com","86400","[""https://climberkyle.com""]"
"www.countryhighpoints.com","7776000","1723891960909","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-countryhighpoints-com","86400","[""https://www.countryhighpoints.com""]"
"blog.brandonsimonds.com","7776000","1732070321250","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-blog-brandonsimonds-com","8640000","[""https://blog.brandonsimonds.com""]"
"sverdina.com","7776000","1724296781069","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-sverdina-com","864000","[""https://sverdina.com""]"
"engineeredforadventure.com","7776000","1724130040902","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-engineeredforadventure-com","864000","[""https://engineeredforadventure.com""]"
"cascadiastan.blogspot.com","7776000","1732070321279","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-cascadiastan-blogspot-com","8640000","[""https://cascadiastan.blogspot.com""]"
"simpleriders.wordpress.com","7776000","1723999420898","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-simpleriders-wordpress-com","864000","[""https://simpleriders.wordpress.com/blog/""]"
"discourse.accvi.ca","7776000","1723865140900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-discourse-accvi-ca","86400","[""https://discourse.accvi.ca/c/trip-report/5""]"
"backcountrysights.com","7776000","1724626840901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-backcountrysights-com","864000","[""https://backcountrysights.com""]"
"49peaks.com","8640000","1724296781096","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-49peaks-com","864000","[""https://49peaks.com""]"
"alpineteam.co.nz","7776000","1724626840928","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpineteam-co-nz","864000","[""https://www.alpineteam.co.nz/blog""]"
"www.ubc-voc.com","0","1723892620901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-ubc-voc-com","86400","[""https://www.ubc-voc.com/category/trip-reports""]"
"goldenscrambles.ca","7776000","1724296781121","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-goldenscrambles-ca","864000","[""http://goldenscrambles.ca/alphalog.html"",""http://goldenscrambles.ca/log.html""]"
"coastmountainskiing.com","8640000","1732070321308","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastmountainskiing-com","8640000","[""http://coastmountainskiing.com/blog""]"
"joedfilms.blogspot.com","8640000","1732070321337","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-joedfilms-blogspot-com","8640000","[""http://joedfilms.blogspot.com""]"
"runoutoffroute.wordpress.com","7776000","1723922020897","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-runoutoffroute-wordpress-com","777600","[""https://runoutoffroute.wordpress.com""]"
"bcmtnman.wordpress.com","8640000","1724296781147","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-bcmtnman-wordpress-com","864000","[""https://bcmtnman.wordpress.com""]"
"sandrosummits.com","0","1723928680948","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-sandrosummits-com","86400","[""https://sandrosummits.com/""]"
"cascadeclimbers.com","8640000","1723874620931","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-cascadeclimbers-com","86400","[""https://cascadeclimbers.com/forum/forum/10-north-cascades/"",""https://cascadeclimbers.com/forum/forum/11-alpine-lakes/"",""https://cascadeclimbers.com/forum/forum/12-mount-rainier-np/"",""https://cascadeclimbers.com/forum/forum/13-southern-wa-cascades/"",""https://cascadeclimbers.com/forum/forum/14-olympic-peninsula/"",""https://cascadeclimbers.com/forum/forum/15-oregon-cascades/"",""https://cascadeclimbers.com/forum/forum/16-british-columbiacanada/"",""https://cascadeclimbers.com/forum/forum/25-california/"",""https://cascadeclimbers.com/forum/forum/28-centraleastern-washington/"",""https://cascadeclimbers.com/forum/forum/34-alaska/"",""https://cascadeclimbers.com/forum/forum/41-columbia-river-gorge/"",""https://cascadeclimbers.com/forum/forum/48-montana/"",""https://cascadeclimbers.com/forum/forum/49-idaho/"",""https://cascadeclimbers.com/forum/forum/52-the-rest-of-the-us-and-international/""]"
"mtnphil.com","8640000","1732070321368","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-mtnphil-com","8640000","[""http://mtnphil.com/AllTrips.html""]"
"rocknropenw.com","8640000","1732070321397","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-rocknropenw-com","8640000","[""https://rocknropenw.com""]"
"rockymountainsummits.com","7776000","1724296781174","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-rockymountainsummits-com","864000","[""https://rockymountainsummits.com/index.php""]"
"smileysproject.blogspot.com","8640000","1732070380937","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-smileysproject-blogspot-com","8640000","[""http://smileysproject.blogspot.com""]"
"amountainlifetime.net","0","1724032120927","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-amountainlifetime-net","864000","[""https://amountainlifetime.net"",""https://amountainlifetime.net/content/chronology.php""]"
"www.mountainproject.com","0","1723896580919","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-mountainproject-com","86400","[""https://www.mountainproject.com/route-guide""]"
"chriswinter.blogspot.com","8640000","1732070380966","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-chriswinter-blogspot-com","8640000","[""http://chriswinter.blogspot.com""]"
"www.nwhikers.net","0","1723908640906","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-nwhikers-net","86400","[""https://www.nwhikers.net/forums/viewforum.php?f=3""]"
"publications.americanalpineclub.org","0","1726124860901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-publications-americanalpineclub-org","2592000","[""https://publications.americanalpineclub.org/articles?page=1"",""https://publications.americanalpineclub.org/articles?page=2"",""https://publications.americanalpineclub.org/articles?page=3"",""https://publications.americanalpineclub.org/articles?page=4""]"
"graltitud.blogspot.com","7776000","1732070380995","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-graltitud-blogspot-com","8640000","[""http://graltitud.blogspot.com""]"
"exploringthenorthwestcoast.weebly.com","0","1724037880897","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-exploringthenorthwestcoast-weebly-com","864000","[""https://exploringthenorthwestcoast.weebly.com""]"
"backyardsam.wordpress.com","8640000","1724296781201","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-backyardsam-wordpress-com","864000","[""https://backyardsam.wordpress.com""]"
"upwardescape.blogspot.com","8640000","1732070381025","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-upwardescape-blogspot-com","8640000","[""http://upwardescape.blogspot.com""]"
"edwardliphoto.com","7776000","1724196100904","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-edwardliphoto-com","864000","[""https://edwardliphoto.com""]"
"www.akmountain.com","8640000","1724715340909","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-akmountain-com","864000","[""https://www.akmountain.com""]"
"www.surgent.net","0","1730481700910","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-surgent-net","8640000","[""https://www.surgent.net/""]"
"alpinebenny.com","8640000","1724296781227","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinebenny-com","864000","[""https://alpinebenny.com/blog""]"
"spokalpine.com","8640000","1724296781253","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-spokalpine-com","864000","[""https://spokalpine.com""]"
"www.tinoxygentungsten.com","0","1724287180921","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-tinoxygentungsten-com","864000","[""http://www.tinoxygentungsten.com""]"
"www.mountainwerks.org","0","1723934680921","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-mountainwerks-org","864000","[""https://www.mountainwerks.org/cma/index.html""]"
"www.pensiamo.com","77760000","1724298100914","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-pensiamo-com","864000","[""https://www.pensiamo.com/adventures/2005-mount-logan-climb-attempt/""]"
"pantilat.wordpress.com","0","1724437120908","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-pantilat-wordpress-com","864000","[""https://pantilat.wordpress.com""]"
"coastmountains.wordpress.com","7776000","1724296781279","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastmountains-wordpress-com","864000","[""https://coastmountains.wordpress.com""]"
"iheartmountain.wordpress.com","7776000","1724296781304","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-iheartmountain-wordpress-com","864000","[""https://iheartmountain.wordpress.com""]"
"forums.clubtread.com","0","1723879960900","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-forums-clubtread-com","86400","[""https://forums.clubtread.com/130-canadian-rockies/"",""https://forums.clubtread.com/27-british-columbia/"",""https://forums.clubtread.com/34-alberta/"",""https://forums.clubtread.com/35-other-regions/"",""https://forums.clubtread.com/37-washington-state/""]"
"danielarndt.com","7776000","1724442220902","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-danielarndt-com","864000","[""http://danielarndt.com/trips/trip_reports""]"
"www.stavislost.com","0","1723891960939","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-stavislost-com","86400","[""https://www.stavislost.com""]"
"www.langdoneb.com","0","1724126080895","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-langdoneb-com","864000","[""https://www.langdoneb.com/blog""]"
"www.on-top.ca","7776000","1723891960968","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-www-on-top-ca","86400","[""http://www.on-top.ca/Index-Recent.html""]"
"alankearneyphotography.blogspot.com","8640000","1732070381056","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alankearneyphotography-blogspot-com","8640000","[""http://alankearneyphotography.blogspot.com""]"
"ckoutside.com","7776000","1724384320901","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-ckoutside-com","864000","[""https://ckoutside.com""]"
"cascadecouloirs.com","7776000","1724296840928","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-cascadecouloirs-com","864000","[""https://cascadecouloirs.com""]"
"peaksandstreams.com","7776000","1723891900896","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-peaksandstreams-com","86400","[""https://peaksandstreams.com""]"
"teleplanker.blogspot.ca","7776000","1724296781330","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-teleplanker-blogspot-ca","864000","[""https://teleplanker.blogspot.ca""]"
"alpinesoft.blogspot.ca","7776000","1723891900925","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpinesoft-blogspot-ca","86400","[""https://alpinesoft.blogspot.ca""]"
"coastalmountaineering.wordpress.com","7776000","1724296781356","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-coastalmountaineering-wordpress-com","864000","[""https://coastalmountaineering.wordpress.com""]"
"sonnybou.ca","7776000","1723891900951","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-sonnybou-ca","86400","[""http://sonnybou.ca/scrambles""]"
"blakeclimbs.blogspot.ca","7776000","1724384320929","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-blakeclimbs-blogspot-ca","864000","[""https://blakeclimbs.blogspot.ca""]"
"peakbagger.com","7776000","1723891900979","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-peakbagger-com","86400","[""https://peakbagger.com""]"
"hktreks.com","7776000","1724296781382","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-hktreks-com","864000","[""https://hktreks.com""]"
"blog.staciafuchsia.com","7776000","1724384320956","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-blog-staciafuchsia-com","864000","[""https://blog.staciafuchsia.com""]"
"iannicholsonslife.blogspot.com","7776000","1725245860932","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-iannicholsonslife-blogspot-com","8640000","[""https://iannicholsonslife.blogspot.com""]"
"alpine.andreatate.ca","0","1724126020902","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-alpine-andreatate-ca","864000","[""https://alpine.andreatate.ca/""]"
"jennykstrong.blogspot.com","7776000","1724296781408","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-jennykstrong-blogspot-com","864000","[""http://jennykstrong.blogspot.com""]"
"jasonthekruk.blogspot.com","7776000","1724296781434","https://sqs.us-west-2.amazonaws.com/259609947632/sts-index-queue-jasonthekruk-blogspot-com","864000","[""http://jasonthekruk.blogspot.com""]"
